pair_name,pair_tags,win_rate,games
Graves Zyra,MageMarksman,0.45161290322580644,31.0
Hecarim Aatrox,FighterFighter,0.4791666666666667,48.0
Hecarim Aphelios,FighterMarksman,0.5520833333333334,192.0
Hecarim Aurelion Sol,FighterMage,0.8125,16.0
Hecarim Azir,FighterMage,0.5789473684210527,19.0
Hecarim Bard,FighterSupport,0.5833333333333334,144.0
Hecarim Braum,FighterSupport,0.45,40.0
Hecarim Camille,FighterFighter,0.5777777777777777,45.0
Hecarim Darius,FighterFighter,0.5,24.0
Hecarim Diana,FighterFighter,0.4722222222222222,72.0
Hecarim Ekko,AssassinFighter,0.46099290780141844,141.0
Hecarim Gnar,FighterFighter,0.0,1.0
Hecarim Illaoi,FighterFighter,0.5714285714285714,7.0
Hecarim Ivern,FighterSupport,0.5714285714285714,7.0
Hecarim Jayce,FighterFighter,0.4,30.0
Hecarim Jhin,FighterMarksman,0.5,40.0
Hecarim Jinx,FighterMarksman,0.4791666666666667,48.0
Hecarim Kai'Sa,FighterMarksman,0.4207920792079208,202.0
Hecarim Kalista,FighterMarksman,0.5604395604395604,91.0
Hecarim Kayn,FighterFighter,0.4444444444444444,9.0
Hecarim Kha'Zix,AssassinFighter,0.6363636363636364,11.0
Hecarim Kindred,FighterMarksman,0.42857142857142855,35.0
Hecarim Kled,FighterFighter,0.4838709677419355,31.0
Hecarim Lissandra,FighterMage,0.34782608695652173,23.0
Hecarim Lucian,FighterMarksman,0.532608695652174,184.0
Hecarim Nami,FighterSupport,0.5714285714285714,42.0
Hecarim Neeko,FighterMage,0.7142857142857143,14.0
Hecarim Ornn,FighterTank,0.5740740740740741,54.0
Hecarim Pyke,FighterSupport,0.49038461538461536,104.0
Hecarim Qiyana,AssassinFighter,0.5342465753424658,73.0
Hecarim Quinn,FighterMarksman,0.7142857142857143,7.0
Hecarim Rakan,FighterSupport,0.4827586206896552,58.0
Hecarim Rek'Sai,FighterFighter,0.6037735849056604,106.0
Hecarim Senna,FighterMarksman,0.5174418604651163,172.0
Hecarim Sett,FighterFighter,0.4270833333333333,96.0
Hecarim Sylas,FighterMage,0.4147727272727273,176.0
Hecarim Syndra,FighterMage,0.5063291139240507,79.0
Hecarim Tahm Kench,FighterSupport,0.6,50.0
Hecarim Taliyah,FighterMage,0.7428571428571429,70.0
Hecarim Thresh,FighterSupport,0.5314009661835749,207.0
Hecarim Vel'Koz,FighterMage,0.4,15.0
Hecarim Vi,FighterFighter,1.0,1.0
Hecarim Xayah,FighterMarksman,0.40298507462686567,67.0
Hecarim Yasuo,FighterFighter,0.5294117647058824,85.0
Hecarim Yuumi,FighterSupport,0.5054945054945055,91.0
Hecarim Zac,FighterTank,0.47058823529411764,34.0
Hecarim Zed,AssassinFighter,0.5476190476190477,42.0
Hecarim Zoe,FighterMage,0.5126050420168067,119.0
Hecarim Zyra,FighterMage,0.6875,16.0
Heimerdinger Aatrox,FighterMage,0.5327868852459017,122.0
Heimerdinger Ahri,MageMage,0.42105263157894735,19.0
Heimerdinger Akali,AssassinMage,0.4827586206896552,58.0
Heimerdinger Aphelios,MageMarksman,0.514018691588785,107.0
Heimerdinger Aurelion Sol,MageMage,0.3333333333333333,21.0
Heimerdinger Azir,MageMage,0.75,8.0
Heimerdinger Bard,MageSupport,0.6058394160583942,137.0
Heimerdinger Braum,MageSupport,0.5357142857142857,28.0
Heimerdinger Camille,FighterMage,0.5316455696202531,79.0
Heimerdinger Darius,FighterMage,0.5111111111111111,45.0
Heimerdinger Diana,FighterMage,0.4418604651162791,43.0
Heimerdinger Draven,MageMarksman,0.6666666666666666,9.0
Heimerdinger Ekko,AssassinMage,0.4652777777777778,144.0
Heimerdinger Ezreal,MageMarksman,0.4805194805194805,154.0
Heimerdinger Fiora,FighterMage,0.5964912280701754,57.0
Heimerdinger Fizz,AssassinMage,0.5,44.0
Heimerdinger Garen,FighterMage,0.4375,64.0
Heimerdinger Gnar,FighterMage,0.4,10.0
Heimerdinger Gragas,FighterMage,0.5066666666666667,75.0
Heimerdinger Graves,MageMarksman,0.5416666666666666,96.0
Heimerdinger Hecarim,FighterMage,0.52,25.0
Heimerdinger Illaoi,FighterMage,0.5714285714285714,14.0
Heimerdinger Ivern,MageSupport,0.5,12.0
Heimerdinger Jayce,FighterMage,0.5571428571428572,70.0
Heimerdinger Jhin,MageMarksman,0.42857142857142855,28.0
Heimerdinger Jinx,MageMarksman,0.4090909090909091,22.0
Heimerdinger Kai'Sa,MageMarksman,0.5648148148148148,108.0
Heimerdinger Kalista,MageMarksman,0.44,50.0
Heimerdinger Kayn,FighterMage,0.6,20.0
Heimerdinger Kennen,MageMage,0.5652173913043478,23.0
Heimerdinger Kha'Zix,AssassinMage,0.5365853658536586,41.0
Heimerdinger Kindred,MageMarksman,0.5121951219512195,82.0
Heimerdinger Kled,FighterMage,0.4722222222222222,36.0
Heimerdinger Kog'Maw,MageMarksman,0.5,2.0
Heimerdinger Leona,MageTank,0.4351145038167939,131.0
Heimerdinger Lissandra,MageMage,0.42105263157894735,19.0
Heimerdinger Lucian,MageMarksman,0.5550847457627118,236.0
Heimerdinger Lulu,MageSupport,0.5454545454545454,33.0
Heimerdinger Lux,MageMage,0.5454545454545454,22.0
Heimerdinger Malzahar,MageMage,0.7777777777777778,9.0
Heimerdinger Mordekaiser,FighterMage,0.4909090909090909,55.0
Heimerdinger Nami,MageSupport,0.5172413793103449,29.0
Heimerdinger Nasus,FighterMage,0.45454545454545453,11.0
Heimerdinger Nautilus,MageTank,0.4117647058823529,153.0
Heimerdinger Neeko,MageMage,0.5,10.0
Heimerdinger Nidalee,AssassinMage,0.49514563106796117,103.0
Heimerdinger Ornn,MageTank,0.5542168674698795,83.0
Heimerdinger Pantheon,FighterMage,0.5341614906832298,161.0
Heimerdinger Poppy,MageTank,0.6111111111111112,54.0
Heimerdinger Pyke,MageSupport,0.47191011235955055,178.0
Heimerdinger Qiyana,AssassinMage,0.5185185185185185,162.0
Heimerdinger Quinn,MageMarksman,0.7,20.0
Heimerdinger Rakan,MageSupport,0.6,45.0
Heimerdinger Rek'Sai,FighterMage,0.5795454545454546,176.0
Heimerdinger Rengar,AssassinMage,0.525,40.0
Heimerdinger Riven,FighterMage,0.5714285714285714,14.0
Heimerdinger Sejuani,MageTank,0.4,15.0
Heimerdinger Senna,MageMarksman,0.5096153846153846,208.0
Heimerdinger Sett,FighterMage,0.4696969696969697,198.0
Heimerdinger Shen,MageTank,0.47368421052631576,38.0
Heimerdinger Shyvana,FighterMage,0.5652173913043478,23.0
Heimerdinger Sylas,MageMage,0.4772727272727273,132.0
Heimerdinger Syndra,MageMage,0.6530612244897959,49.0
Heimerdinger Tahm Kench,MageSupport,0.391304347826087,46.0
Heimerdinger Taliyah,MageMage,0.425,80.0
Heimerdinger Talon,AssassinMage,0.5280898876404494,89.0
Heimerdinger Thresh,MageSupport,0.5528846153846154,208.0
Heimerdinger Udyr,FighterMage,0.6666666666666666,3.0
Heimerdinger Varus,MageMarksman,0.5079365079365079,63.0
Heimerdinger Vel'Koz,MageMage,0.4166666666666667,12.0
Heimerdinger Vi,FighterMage,0.7777777777777778,9.0
Heimerdinger Viktor,MageMage,0.5,12.0
Heimerdinger Volibear,FighterMage,0.5,28.0
Heimerdinger Xayah,MageMarksman,0.4827586206896552,29.0
Heimerdinger Xerath,MageMage,0.5555555555555556,9.0
Heimerdinger Yasuo,FighterMage,0.5853658536585366,82.0
Heimerdinger Yorick,FighterMage,0.5555555555555556,9.0
Heimerdinger Yuumi,MageSupport,0.42857142857142855,49.0
Heimerdinger Zac,MageTank,0.4411764705882353,68.0
Heimerdinger Zed,AssassinMage,0.47619047619047616,63.0
Heimerdinger Ziggs,MageMage,0.16666666666666666,6.0
Heimerdinger Zoe,MageMage,0.5157894736842106,95.0
Heimerdinger Zyra,MageMage,0.5,22.0
Illaoi Aphelios,FighterMarksman,0.4766355140186916,107.0
Illaoi Bard,FighterSupport,0.5070422535211268,71.0
Illaoi Ivern,FighterSupport,0.8571428571428571,7.0
Illaoi Kalista,FighterMarksman,0.4878048780487805,41.0
Illaoi Neeko,FighterMage,0.5555555555555556,9.0
Illaoi Ornn,FighterTank,0.38461538461538464,13.0
Illaoi Pyke,FighterSupport,0.5245901639344263,61.0
Illaoi Rakan,FighterSupport,0.5172413793103449,29.0
Illaoi Rek'Sai,FighterFighter,0.4634146341463415,82.0
Illaoi Sett,FighterFighter,0.48936170212765956,47.0
Illaoi Sylas,FighterMage,0.49295774647887325,71.0
Illaoi Xayah,FighterMarksman,0.4,25.0
Irelia Aatrox,FighterFighter,0.4174107142857143,448.0
Irelia Ahri,FighterMage,0.48031496062992124,127.0
Irelia Akali,AssassinFighter,0.46153846153846156,377.0
Irelia Aphelios,FighterMarksman,0.4783634933123525,1271.0
Irelia Aurelion Sol,FighterMage,0.59375,64.0
Irelia Azir,FighterMage,0.44,75.0
Irelia Bard,FighterSupport,0.4831932773109244,952.0
Irelia Blitzcrank,FighterTank,0.4631432545201669,719.0
Irelia Brand,FighterMage,0.5,54.0
Irelia Braum,FighterSupport,0.42857142857142855,294.0
Irelia Caitlyn,FighterMarksman,0.4090909090909091,440.0
Irelia Camille,FighterFighter,0.5020576131687243,243.0
Irelia Cassiopeia,FighterMage,0.5037593984962406,399.0
Irelia Corki,FighterMarksman,0.5161290322580645,31.0
Irelia Darius,FighterFighter,0.48214285714285715,168.0
Irelia Diana,FighterFighter,0.43946188340807174,223.0
Irelia Draven,FighterMarksman,0.5096774193548387,155.0
Irelia Ekko,AssassinFighter,0.4542566709021601,1574.0
Irelia Elise,FighterMage,0.4785012285012285,1628.0
Irelia Ezreal,FighterMarksman,0.44481605351170567,1794.0
Irelia Fiora,FighterFighter,0.436046511627907,172.0
Irelia Fizz,AssassinFighter,0.463302752293578,218.0
Irelia Gangplank,FighterFighter,0.41935483870967744,124.0
Irelia Garen,FighterFighter,0.3891402714932127,221.0
Irelia Gnar,FighterFighter,0.55,20.0
Irelia Gragas,FighterFighter,0.43085880640465796,687.0
Irelia Graves,FighterMarksman,0.4851190476190476,336.0
Irelia Hecarim,FighterFighter,0.4375,64.0
Irelia Heimerdinger,FighterMage,0.4125,160.0
Irelia Illaoi,FighterFighter,0.36363636363636365,33.0
Irelia Ivern,FighterSupport,0.4782608695652174,69.0
Irelia Janna,FighterSupport,0.437125748502994,334.0
Irelia Jarvan IV,FighterTank,0.42857142857142855,378.0
Irelia Jayce,FighterFighter,0.4319526627218935,169.0
Irelia Jhin,FighterMarksman,0.4716981132075472,318.0
Irelia Jinx,FighterMarksman,0.43023255813953487,258.0
Irelia Kai'Sa,FighterMarksman,0.43654434250764523,1308.0
Irelia Kalista,FighterMarksman,0.4586206896551724,580.0
Irelia Karma,FighterMage,0.4491315136476427,403.0
Irelia Katarina,AssassinFighter,0.4975845410628019,207.0
Irelia Kayn,FighterFighter,0.4166666666666667,96.0
Irelia Kennen,FighterMage,0.4857142857142857,175.0
Irelia Kha'Zix,AssassinFighter,0.33695652173913043,92.0
Irelia Kindred,FighterMarksman,0.5193798449612403,258.0
Irelia Kled,FighterFighter,0.4166666666666667,144.0
Irelia Kog'Maw,FighterMarksman,0.4,20.0
Irelia Lee Sin,FighterFighter,0.4383561643835616,1679.0
Irelia Leona,FighterTank,0.48663101604278075,748.0
Irelia Lissandra,FighterMage,0.4479166666666667,96.0
Irelia Lucian,FighterMarksman,0.44232437120555074,1153.0
Irelia Lulu,FighterSupport,0.43508771929824563,285.0
Irelia Lux,FighterMage,0.4608695652173913,115.0
Irelia Malphite,FighterTank,0.4,75.0
Irelia Malzahar,FighterMage,0.4090909090909091,44.0
Irelia Maokai,FighterTank,0.4785714285714286,280.0
Irelia Mordekaiser,FighterFighter,0.4519906323185012,427.0
Irelia Nami,FighterSupport,0.4537037037037037,216.0
Irelia Nasus,FighterFighter,0.4166666666666667,24.0
Irelia Nautilus,FighterTank,0.4631317315658658,1207.0
Irelia Neeko,FighterMage,0.44954128440366975,109.0
Irelia Nidalee,AssassinFighter,0.48605947955390333,1076.0
Irelia Nocturne,AssassinFighter,0.47802197802197804,182.0
Irelia Orianna,FighterMage,0.4563758389261745,149.0
Irelia Ornn,FighterTank,0.43283582089552236,335.0
Irelia Pantheon,FighterFighter,0.4779735682819383,454.0
Irelia Poppy,FighterTank,0.5111111111111111,225.0
Irelia Pyke,FighterSupport,0.43443708609271525,755.0
Irelia Qiyana,AssassinFighter,0.4883116883116883,385.0
Irelia Quinn,FighterMarksman,0.4166666666666667,60.0
Irelia Rakan,FighterSupport,0.48517520215633425,371.0
Irelia Rek'Sai,FighterFighter,0.4855421686746988,830.0
Irelia Renekton,FighterFighter,0.43458980044345896,451.0
Irelia Rengar,AssassinFighter,0.45045045045045046,111.0
Irelia Riven,FighterFighter,0.45,40.0
Irelia Rumble,FighterFighter,0.4288840262582057,457.0
Irelia Sejuani,FighterTank,0.4180929095354523,409.0
Irelia Senna,FighterMarksman,0.46172248803827753,1254.0
Irelia Sett,FighterFighter,0.4245049504950495,808.0
Irelia Shen,FighterTank,0.46632124352331605,193.0
Irelia Shyvana,FighterFighter,0.44886363636363635,176.0
Irelia Skarner,FighterFighter,0.38461538461538464,13.0
Irelia Swain,FighterMage,0.49019607843137253,102.0
Irelia Sylas,FighterMage,0.4125248508946322,1006.0
Irelia Syndra,FighterMage,0.5012285012285013,407.0
Irelia Tahm Kench,FighterSupport,0.4563106796116505,412.0
Irelia Taliyah,FighterMage,0.48172323759791125,766.0
Irelia Talon,AssassinFighter,0.4205607476635514,214.0
Irelia Taric,FighterSupport,0.4872448979591837,392.0
Irelia Thresh,FighterSupport,0.4688667496886675,1606.0
Irelia Trundle,FighterFighter,0.43548387096774194,62.0
Irelia Udyr,FighterFighter,0.14285714285714285,7.0
Irelia Varus,FighterMarksman,0.4334170854271357,796.0
Irelia Vayne,FighterMarksman,0.4486301369863014,292.0
Irelia Veigar,FighterMage,0.46511627906976744,43.0
Irelia Vel'Koz,FighterMage,0.5113636363636364,88.0
Irelia Vi,FighterFighter,0.48484848484848486,33.0
Irelia Viktor,FighterMage,0.39285714285714285,84.0
Irelia Volibear,FighterFighter,0.43506493506493504,154.0
Irelia Wukong,FighterFighter,0.3900709219858156,141.0
Irelia Xayah,FighterMarksman,0.4332344213649852,337.0
Irelia Xerath,FighterMage,0.45652173913043476,46.0
Irelia Yasuo,FighterFighter,0.3860759493670886,316.0
Irelia Yorick,FighterFighter,0.5333333333333333,15.0
Irelia Yuumi,FighterSupport,0.40451745379876797,487.0
Irelia Zac,FighterTank,0.4684466019417476,412.0
Irelia Zed,AssassinFighter,0.5,130.0
Irelia Ziggs,FighterMage,0.4387755102040816,98.0
Irelia Zoe,FighterMage,0.47834645669291337,508.0
Irelia Zyra,FighterMage,0.4230769230769231,78.0
Ivern Aphelios,MarksmanSupport,0.5714285714285714,112.0
Ivern Bard,SupportSupport,0.5526315789473685,76.0
Ivern Kalista,MarksmanSupport,0.576271186440678,59.0
Ivern Neeko,MageSupport,0.5555555555555556,9.0
Ivern Ornn,SupportTank,0.42424242424242425,33.0
Ivern Pyke,SupportSupport,0.576271186440678,59.0
Ivern Rakan,SupportSupport,0.6521739130434783,23.0
Ivern Sett,FighterSupport,0.5050505050505051,99.0
Ivern Sylas,MageSupport,0.5,80.0
Ivern Xayah,MarksmanSupport,0.6,25.0
Janna Aatrox,FighterSupport,0.47987616099071206,323.0
Janna Ahri,MageSupport,0.43548387096774194,62.0
Janna Akali,AssassinSupport,0.5142857142857142,175.0
Janna Aphelios,MarksmanSupport,0.5393700787401575,508.0
Janna Aurelion Sol,MageSupport,0.5538461538461539,65.0
Janna Azir,MageSupport,0.52,50.0
Janna Bard,SupportSupport,0.64,25.0
Janna Blitzcrank,SupportTank,0.47058823529411764,17.0
Janna Brand,MageSupport,0.0,5.0
Janna Braum,SupportSupport,0.6,5.0
Janna Caitlyn,MarksmanSupport,0.4897959183673469,196.0
Janna Camille,FighterSupport,0.5277777777777778,180.0
Janna Cassiopeia,MageSupport,0.5801526717557252,131.0
Janna Corki,MarksmanSupport,0.7142857142857143,7.0
Janna Darius,FighterSupport,0.47619047619047616,147.0
Janna Diana,FighterSupport,0.4105263157894737,95.0
Janna Draven,MarksmanSupport,0.5316455696202531,79.0
Janna Ekko,AssassinSupport,0.5471698113207547,424.0
Janna Elise,MageSupport,0.568075117370892,426.0
Janna Ezreal,MarksmanSupport,0.5358796296296297,864.0
Janna Fiora,FighterSupport,0.567741935483871,155.0
Janna Fizz,AssassinSupport,0.6017699115044248,113.0
Janna Gangplank,FighterSupport,0.5961538461538461,104.0
Janna Garen,FighterSupport,0.5842105263157895,190.0
Janna Gnar,FighterSupport,0.42105263157894735,19.0
Janna Gragas,FighterSupport,0.4745762711864407,177.0
Janna Graves,MarksmanSupport,0.5568862275449101,167.0
Janna Hecarim,FighterSupport,0.5588235294117647,34.0
Janna Heimerdinger,MageSupport,0.5853658536585366,41.0
Janna Illaoi,FighterSupport,0.4074074074074074,27.0
Janna Ivern,SupportSupport,0.6470588235294118,17.0
Janna Jarvan IV,SupportTank,0.5654450261780105,191.0
Janna Jayce,FighterSupport,0.5602836879432624,141.0
Janna Jhin,MarksmanSupport,0.6138613861386139,101.0
Janna Jinx,MarksmanSupport,0.5104166666666666,96.0
Janna Kai'Sa,MarksmanSupport,0.45689655172413796,348.0
Janna Kalista,MarksmanSupport,0.47802197802197804,182.0
Janna Karma,MageSupport,0.5483870967741935,31.0
Janna Katarina,AssassinSupport,0.5384615384615384,117.0
Janna Kayn,FighterSupport,0.421875,64.0
Janna Kennen,MageSupport,0.5421686746987951,83.0
Janna Kha'Zix,AssassinSupport,0.40476190476190477,42.0
Janna Kindred,MarksmanSupport,0.6262626262626263,99.0
Janna Kled,FighterSupport,0.4731182795698925,93.0
Janna Kog'Maw,MarksmanSupport,0.5,10.0
Janna Lee Sin,FighterSupport,0.5296296296296297,810.0
Janna Leona,SupportTank,0.8181818181818182,11.0
Janna Lissandra,MageSupport,0.5660377358490566,53.0
Janna Lucian,MarksmanSupport,0.49609375,512.0
Janna Lulu,SupportSupport,0.7307692307692307,26.0
Janna Lux,MageSupport,0.36363636363636365,11.0
Janna Malphite,SupportTank,0.34285714285714286,35.0
Janna Malzahar,MageSupport,0.6666666666666666,21.0
Janna Maokai,SupportTank,0.625,88.0
Janna Mordekaiser,FighterSupport,0.4898989898989899,198.0
Janna Nami,SupportSupport,0.3333333333333333,6.0
Janna Nasus,FighterSupport,0.3333333333333333,9.0
Janna Nautilus,SupportTank,0.6764705882352942,34.0
Janna Neeko,MageSupport,0.5,38.0
Janna Nidalee,AssassinSupport,0.5584905660377358,265.0
Janna Nocturne,AssassinSupport,0.5510204081632653,147.0
Janna Orianna,MageSupport,0.625,80.0
Janna Ornn,SupportTank,0.518348623853211,218.0
Janna Pantheon,FighterSupport,0.5604395604395604,273.0
Janna Poppy,SupportTank,0.5431034482758621,116.0
Janna Pyke,SupportSupport,0.532258064516129,62.0
Janna Qiyana,AssassinSupport,0.573394495412844,218.0
Janna Quinn,MarksmanSupport,0.5714285714285714,35.0
Janna Rakan,SupportSupport,0.2,5.0
Janna Rek'Sai,FighterSupport,0.558974358974359,390.0
Janna Renekton,FighterSupport,0.5714285714285714,315.0
Janna Rengar,AssassinSupport,0.5057471264367817,87.0
Janna Riven,FighterSupport,0.5277777777777778,36.0
Janna Rumble,FighterSupport,0.5659340659340659,182.0
Janna Sejuani,SupportTank,0.5081967213114754,61.0
Janna Senna,MarksmanSupport,0.5196850393700787,127.0
Janna Sett,FighterSupport,0.5361990950226244,442.0
Janna Shen,SupportTank,0.5892857142857143,56.0
Janna Shyvana,FighterSupport,0.4861111111111111,72.0
Janna Skarner,FighterSupport,0.5,14.0
Janna Swain,MageSupport,0.8,15.0
Janna Sylas,MageSupport,0.5031982942430704,469.0
Janna Syndra,MageSupport,0.5403225806451613,124.0
Janna Tahm Kench,SupportSupport,0.6428571428571429,14.0
Janna Taliyah,MageSupport,0.525,160.0
Janna Talon,AssassinSupport,0.5595238095238095,168.0
Janna Taric,SupportSupport,0.7692307692307693,39.0
Janna Thresh,SupportSupport,0.5454545454545454,44.0
Janna Trundle,FighterSupport,0.5,24.0
Janna Udyr,FighterSupport,0.6,5.0
Janna Varus,MarksmanSupport,0.5409836065573771,305.0
Janna Vayne,MarksmanSupport,0.5526315789473685,152.0
Janna Veigar,MageSupport,0.4166666666666667,12.0
Janna Vel'Koz,MageSupport,0.5,14.0
Janna Vi,FighterSupport,0.6470588235294118,17.0
Janna Viktor,MageSupport,0.42857142857142855,42.0
Janna Volibear,FighterSupport,0.5,38.0
Janna Wukong,FighterSupport,0.5465116279069767,86.0
Janna Xayah,MarksmanSupport,0.53,100.0
Janna Xerath,MageSupport,0.75,8.0
Janna Yasuo,FighterSupport,0.5025906735751295,193.0
Janna Yorick,FighterSupport,0.25,4.0
Janna Yuumi,SupportSupport,0.43478260869565216,23.0
Janna Zac,SupportTank,0.5648854961832062,131.0
Janna Zed,AssassinSupport,0.5555555555555556,108.0
Janna Ziggs,MageSupport,0.3125,32.0
Janna Zoe,MageSupport,0.5700325732899023,307.0
Jarvan IV Aatrox,FighterTank,0.45979381443298967,485.0
Jarvan IV Ahri,MageTank,0.5051546391752577,97.0
Jarvan IV Akali,AssassinTank,0.4855072463768116,276.0
Jarvan IV Aphelios,MarksmanTank,0.4828042328042328,756.0
Jarvan IV Aurelion Sol,MageTank,0.5068493150684932,73.0
Jarvan IV Azir,MageTank,0.3904761904761905,105.0
Jarvan IV Bard,SupportTank,0.4817658349328215,521.0
Jarvan IV Brand,MageTank,0.4,25.0
Jarvan IV Braum,SupportTank,0.5036496350364964,137.0
Jarvan IV Camille,FighterTank,0.49528301886792453,212.0
Jarvan IV Cassiopeia,MageTank,0.5096774193548387,310.0
Jarvan IV Darius,FighterTank,0.4088669950738916,203.0
Jarvan IV Diana,FighterTank,0.4549763033175355,211.0
Jarvan IV Draven,MarksmanTank,0.5595238095238095,84.0
Jarvan IV Ekko,AssassinTank,0.4662379421221865,311.0
Jarvan IV Elise,MageTank,0.5384615384615384,13.0
Jarvan IV Ezreal,MarksmanTank,0.4748768472906404,1015.0
Jarvan IV Fiora,FighterTank,0.5571428571428572,210.0
Jarvan IV Fizz,AssassinTank,0.5479876160990712,323.0
Jarvan IV Garen,FighterTank,0.4083333333333333,240.0
Jarvan IV Gnar,FighterTank,0.4857142857142857,35.0
Jarvan IV Gragas,FighterTank,0.4482758620689655,58.0
Jarvan IV Graves,MarksmanTank,0.25,8.0
Jarvan IV Hecarim,FighterTank,0.5416666666666666,48.0
Jarvan IV Heimerdinger,MageTank,0.47572815533980584,103.0
Jarvan IV Illaoi,FighterTank,0.48484848484848486,33.0
Jarvan IV Ivern,SupportTank,0.0,1.0
Jarvan IV Jayce,FighterTank,0.49375,160.0
Jarvan IV Jhin,MarksmanTank,0.4233128834355828,163.0
Jarvan IV Jinx,MarksmanTank,0.4838709677419355,155.0
Jarvan IV Kai'Sa,MarksmanTank,0.45779685264663805,699.0
Jarvan IV Kalista,MarksmanTank,0.525065963060686,379.0
Jarvan IV Kayn,FighterTank,0.4,5.0
Jarvan IV Kennen,MageTank,0.45145631067961167,206.0
Jarvan IV Kha'Zix,AssassinTank,0.6666666666666666,3.0
Jarvan IV Kindred,MarksmanTank,0.45161290322580644,31.0
Jarvan IV Kled,FighterTank,0.37735849056603776,106.0
Jarvan IV Kog'Maw,MarksmanTank,0.4230769230769231,26.0
Jarvan IV Lee Sin,FighterTank,0.48717948717948717,39.0
Jarvan IV Leona,TankTank,0.4812206572769953,426.0
Jarvan IV Lissandra,MageTank,0.44,100.0
Jarvan IV Lucian,MarksmanTank,0.43093093093093093,666.0
Jarvan IV Lulu,SupportTank,0.5027932960893855,179.0
Jarvan IV Lux,MageTank,0.38333333333333336,60.0
Jarvan IV Malzahar,MageTank,0.4666666666666667,60.0
Jarvan IV Mordekaiser,FighterTank,0.4642857142857143,364.0
Jarvan IV Nami,SupportTank,0.42748091603053434,131.0
Jarvan IV Nasus,FighterTank,0.23809523809523808,21.0
Jarvan IV Nautilus,TankTank,0.46167557932263814,561.0
Jarvan IV Neeko,MageTank,0.4246575342465753,73.0
Jarvan IV Nidalee,AssassinTank,0.2727272727272727,11.0
Jarvan IV Orianna,MageTank,0.4127906976744186,172.0
Jarvan IV Ornn,TankTank,0.5039370078740157,381.0
Jarvan IV Pantheon,FighterTank,0.4727272727272727,220.0
Jarvan IV Poppy,TankTank,0.5328947368421053,152.0
Jarvan IV Pyke,SupportTank,0.49122807017543857,342.0
Jarvan IV Qiyana,AssassinTank,0.46808510638297873,141.0
Jarvan IV Quinn,MarksmanTank,0.5166666666666667,60.0
Jarvan IV Rakan,SupportTank,0.5363128491620112,179.0
Jarvan IV Rek'Sai,FighterTank,0.16666666666666666,6.0
Jarvan IV Rengar,AssassinTank,0.4270833333333333,96.0
Jarvan IV Riven,FighterTank,0.5897435897435898,39.0
Jarvan IV Rumble,FighterTank,0.46842105263157896,760.0
Jarvan IV Sejuani,TankTank,0.4,10.0
Jarvan IV Senna,MarksmanTank,0.49789621318373073,713.0
Jarvan IV Sett,FighterTank,0.48660714285714285,672.0
Jarvan IV Shen,TankTank,0.3949579831932773,119.0
Jarvan IV Shyvana,FighterTank,0.5,18.0
Jarvan IV Sylas,MageTank,0.43870967741935485,620.0
Jarvan IV Syndra,MageTank,0.44984802431610943,329.0
Jarvan IV Tahm Kench,SupportTank,0.5225225225225225,222.0
Jarvan IV Taliyah,MageTank,0.49246231155778897,199.0
Jarvan IV Talon,AssassinTank,0.46938775510204084,98.0
Jarvan IV Thresh,SupportTank,0.4659977703455964,897.0
Jarvan IV Varus,MarksmanTank,0.46403712296983757,431.0
Jarvan IV Vayne,MarksmanTank,0.5297619047619048,168.0
Jarvan IV Vel'Koz,MageTank,0.34285714285714286,70.0
Jarvan IV Vi,FighterTank,0.5,2.0
Jarvan IV Viktor,MageTank,0.42718446601941745,103.0
Jarvan IV Volibear,FighterTank,0.44047619047619047,84.0
Jarvan IV Wukong,FighterTank,0.40350877192982454,114.0
Jarvan IV Xayah,MarksmanTank,0.503030303030303,165.0
Jarvan IV Xerath,MageTank,0.3684210526315789,38.0
Jarvan IV Yasuo,FighterTank,0.4696969696969697,264.0
Jarvan IV Yorick,FighterTank,0.4117647058823529,17.0
Jarvan IV Yuumi,SupportTank,0.4421768707482993,294.0
Jarvan IV Zac,TankTank,0.5057471264367817,87.0
Jarvan IV Zed,AssassinTank,0.5319148936170213,94.0
Jarvan IV Ziggs,MageTank,0.42105263157894735,76.0
Jarvan IV Zoe,MageTank,0.47504621072088726,541.0
Jarvan IV Zyra,MageTank,0.5348837209302325,43.0
Jax Aatrox,FighterFighter,0.5648148148148148,108.0
Jax Ahri,FighterMage,0.4962962962962963,135.0
Jax Akali,AssassinFighter,0.46496815286624205,157.0
Jax Amumu,FighterTank,0.3076923076923077,13.0
Jax Anivia,FighterMage,0.5522388059701493,67.0
Jax Aphelios,FighterMarksman,0.5277463193657984,883.0
Jax Aurelion Sol,FighterMage,0.5333333333333333,105.0
Jax Azir,FighterMage,0.49019607843137253,102.0
Jax Bard,FighterSupport,0.6039755351681957,654.0
Jax Blitzcrank,FighterTank,0.5029239766081871,513.0
Jax Brand,FighterMage,0.5151515151515151,33.0
Jax Braum,FighterSupport,0.521551724137931,232.0
Jax Caitlyn,FighterMarksman,0.5036231884057971,276.0
Jax Camille,FighterFighter,0.4953271028037383,107.0
Jax Cassiopeia,FighterMage,0.5132075471698113,265.0
Jax Cho'Gath,FighterTank,0.5135135135135135,37.0
Jax Corki,FighterMarksman,0.42857142857142855,14.0
Jax Darius,FighterFighter,0.5,30.0
